Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Violation Time,Violation County,From Hours In Effect,To Hours In Effect,Vehicle Color,Vehicle Year,Meter Number,Violation Post Code,Violation Description
HFP7008,NY,PAS,12/6/2016,36,4DSD,NISSA,0356P,BK,,,GY,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
83485MH,NY,COM,12/13/2016,48,VAN,FRUEH,0147P,NY,,,BROWN,2016,,K 77,48-Bike Lane
GRV5059,NY,PAS,12/28/2016,37,4DSD,LEXUS,1148A,Q,0830A,0700P,GY,2014,405-3008,03 4,37-Expired Muni Meter
HKS3753,NY,PAS,12/3/2016,37,4DSD,INFIN,1117A,Q,0900A,0700P,BK,2015,405-3011,06 4,37-Expired Muni Meter
GMD3774,NY,PAS,12/16/2016,36,PICK,DODGE,1054A,BK,,,BK,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
GEH5559,NY,PAS,12/21/2016,14,4DSD,AUDI,0511P,NY,0400P,0700P,BL,2013,,A 77,14-No Standing
47930PC,NY,IRP,12/28/2016,19,TK,FRUEH,1108A,NY,,,WH,2016,,02 6,19-No Stand (bus stop)
GNW5285,NY,PAS,12/20/2016,38,SUBN,NISSA,0824P,NY,0830A,1000P,BL,2013,,V 99,38-Failure to Display Muni Rec
79557MJ,NY,COM,12/5/2016,16,VAN,FORD,0201P,NY,0700A,0700P,WH,2015,,76,16-No Std (Com Veh) Com Plate
28512PC,NY,IRP,12/30/2016,84,REFG,INTER,0804A,NY,,,BL,2014,,D 17,84-Platform lifts in low posit
FDT5252,NY,PAS,12/27/2016,9,4DSD,TOYOT,0610P,NY,,,GR,2013,,99 6,09-Blocking the Box
13056MJ,NY,COM,12/28/2016,16,SUBN,JEEP,0854A,NY,0700A,0600P,BK,2015,,20,16-No Std (Com Veh) Com Plate
HDG9698,NY,PAS,12/4/2016,14,SUBN,HYUND,1153A,NY,,,BK,2016,,03 6,14-No Standing
GJA7629,NY,PAS,12/30/2016,21,SDN,CHEVR,0856A,K,0800A,0830A,SILVE,2012,-,,
GYB6479,NY,PAS,12/19/2016,36,4DSD,HONDA,1125A,BK,,,GY,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
GWMZ77,FL,PAS,12/12/2016,36,4D,NISSA,0102P,BK,,,WHI,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
T702229C,NY,OMT,12/7/2016,14,SUBN,INFIN,0706A,Q,0700A,0900A,BK,2015,,Q 42,14-No Standing
GSN5596,NY,PAS,12/8/2016,36,4DSD,HONDA,1140A,QN,,,BK,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
GMX1930,NY,PAS,12/8/2016,36,SUBN,ME/BE,0921A,QN,,,WH,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
HCH5679,NY,PAS,12/16/2016,21,SUBN,JEEP,0741A,BX,0730A,0800A,GY,2015,,F 21,21-No Parking (street clean)
12399MG,NY,COM,12/30/2016,46,VAN,FRUEH,1254P,NY,,,BROWN,2016,,02 7,46B-Double Parking (Com-100Ft)
HFY4260,NY,PAS,12/2/2016,21,SDN,ACURA,1122A,K,1100A,1230P,WHITE,2016,-,,
7CG3929,MD,PAS,12/14/2016,36,4S,BUICK,1149A,BK,,,,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
HCC9089,NY,PAS,12/12/2016,71,4DSD,NISSA,1008P,NY,,,GY,2015,,01 8,71A-Insp Sticker Expired (NYS)
GVH1007,NY,PAS,12/16/2016,71,SUBN,JEEP,0132P,Q,,,BL,2014,,V 41,71A-Insp Sticker Expired (NYS)
DCY5816,NY,PAS,12/2/2016,36,SUBN,TOYOT,0926A,QN,,,WH,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
AH08257,AZ,PAS,12/22/2016,36,VN,FORD,0213P,BK,,,,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
7J77B,NY,OMT,12/2/2016,36,TAXI,NISSA,1012A,MN,,,YW,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
T713992C,NY,OMT,12/14/2016,20,4DSD,TOYOT,0714A,BX,0700A,0400P,BK,2016,,B 62,20A-No Parking (Non-COM)
GBD3505,NY,PAS,12/15/2016,36,SUBN,TOYOT,0111P,BK,,,WH,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
HCX6816,NY,PAS,12/15/2016,71,SUBN,TOYOT,1055A,Q,,,GY,2015,,50-A,71A-Insp Sticker Expired (NYS)
HMC8683,NY,PAS,12/20/2016,70,4DSD,NISSA,0202P,K,,,BLACK,2016,,01 3,70A-Reg. Sticker Expired (NYS)
22782MH,NY,COM,12/15/2016,21,VAN,NISSA,0840A,NY,0830A,1000A,BK,2016,,C 77,21-No Parking (street clean)
G97ENC,NJ,PAS,12/6/2016,7,WAGO,BMW,0647P,ST,,,BL,2016,,,FAILURE TO STOP AT RED LIGHT
GYP9296,NY,PAS,12/16/2016,36,4DSD,FORD,1234P,BK,,,GY,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
DWG5315,NY,PAS,12/6/2016,38,4DSD,AUDI,0231P,NY,0900A,0700P,WH,2016,,01 7,38-Failure to Display Muni Rec
HHL9314,NY,PAS,12/16/2016,7,4DSD,NISSA,0311A,BX,,,WH,2012,,,FAILURE TO STOP AT RED LIGHT
HAS4065,NY,PAS,12/2/2016,7,SUBN,JEEP,1125A,QN,,,WH,2015,,,FAILURE TO STOP AT RED LIGHT
61500MG,NY,COM,12/22/2016,37,VAN,FORD,1036A,NY,0900A,0700P,BLACK,2015,118-3017,16 7,37-Expired Muni Meter
GRF3282,NY,PAS,12/1/2016,21,SUBN,CHRYS,0844A,Q,0830A,1000A,BK,2014,,K 42,21-No Parking (street clean)
HGR8308,NY,PAS,12/31/2016,74,4DSD,HONDA,0840A,BX,,,BK,2014,,08 2,74-Missing Display Plate
FTG1212,NY,PAS,12/14/2016,36,4DSD,NISSA,0938A,QN,,,BK,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
85931MD,NY,COM,12/28/2016,40,VAN,FRUEH,0505P,Q,,,BROWN,2014,,S 41,40-Fire Hydrant
KHD657,SC,PAS,12/12/2016,36,4S,INFIN,0419P,BK,,,,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
GVL6179,NY,PAS,12/12/2016,70,4DSD,NISSA,1009A,NY,,,RD,2013,,43 7,70A-Reg. Sticker Expired (NYS)
HCX6586,NY,PAS,12/1/2016,14,SUBN,CHRYS,0845A,K,0800A,0600P,TN,2016,,03 3,14-No Standing
HDU9301,NY,PAS,12/19/2016,36,4DSD,HONDA,0852A,QN,,,GY,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
HEA1358,NY,OMS,12/8/2016,68,4DSD,FORD,0816A,K,,,GY,2016,,H 31,68-Not Pkg. Comp. w Psted Sign
96139MA,NY,COM,12/8/2016,69,VAN,HINO,0447P,NY,0700A,0600P,WHITE,2013,,31 6,69-Failure to Disp Muni Recpt
12464MG,NY,COM,12/2/2016,37,SUBN,GMC,0456P,NY,0900A,0700P,BK,2014,120-8015,16 7,37-Expired Muni Meter
GGZ5200,NY,PAS,12/27/2016,21,SUBN,CHEVR,0840A,Q,0830A,1000A,GY,2016,,A 42,21-No Parking (street clean)
T719364C,NY,OMT,12/9/2016,7,4DSD,HYUND,0807P,MN,,,BK,2017,,,FAILURE TO STOP AT RED LIGHT
T666696C,NY,OMT,12/19/2016,36,SUBN,TOYOT,0904A,BK,,,BK,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
HFS1766,NY,PAS,12/9/2016,46,4DSD,LEXUS,0105P,K,,,BL,2014,,CC3,46A-Double Parking (Non-COM)
EHJ8263,NY,PAS,12/15/2016,98,SDN,HONDA,0119A,Q,ALL,ALL,RED,2016,-,,
12071MJ,NY,COM,12/15/2016,46,VAN,FRUEH,0124P,NY,,,BROWN,2016,,V 99,46B-Double Parking (Com-100Ft)
FLX7855,NY,PAS,12/22/2016,20,4DSD,MAZDA,1046A,BX,0800A,0600P,GY,2014,,11 2,20A-No Parking (Non-COM)
GKM4286,NY,PAS,12/3/2016,37,4DSD,AUDI,0245P,Q,0900A,0700P,GY,2013,444-3126,41 4,37-Expired Muni Meter
FJZ6474,NY,PAS,12/1/2016,37,SUBN,CHEVR,0124P,Q,0800A,0700P,BK,2015,418-1678,34 4,37-Expired Muni Meter
568605,NY,PAS,12/7/2016,38,4DSD,HONDA,0216P,K,0830A,0700P,GY,2016,,46 3,38-Failure to Display Muni Rec
GSN3062,NY,PAS,12/9/2016,71,2DSD,HONDA,0302P,NY,,,RD,2014,,01 7,71A-Insp Sticker Expired (NYS)
RUSKI,NY,SRF,12/7/2016,36,SUBN,JEEP,0234P,QN,,,GY,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
68090MH,NY,COM,12/29/2016,21,VAN,FORD,1116A,Q,1030A,1200A,BLUE,2015,,H 42,21-No Parking (street clean)
69368MH,NY,COM,12/7/2016,78,DELV,HINO,1007P,K,0900P,0500A,WHITE,2016,-,,
GVK7087,NY,PAS,12/9/2016,14,2DSD,SMART,0654A,K,,,GY,2015,,T 31,14-No Standing
40804ME,NY,COM,12/4/2016,14,VAN,FORD,0209P,NY,0800A,0600P,WH,2013,,18 1,14-No Standing
HGC4349,NY,PAS,12/5/2016,31,SUBN,CHEVR,0730A,NY,0700A,0700P,TN,2013,,01 8,31-No Stand (Com. Mtr. Zone)
HKW9191,NY,PAS,12/13/2016,68,SUBN,HONDA,0339P,K,,,BL,2016,,K 31,68-Not Pkg. Comp. w Psted Sign
52896MH,NY,COM,12/28/2016,69,VAN,FORD,0710A,NY,0700A,0100P,WH,2016,,18 6,69-Failure to Disp Muni Recpt
DFL6899,NY,PAS,12/16/2016,36,4DSD,VOLVO,0327P,QN,,,GY,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
2CJ7542,MD,PAS,12/1/2016,36,4S,TOYOT,1029A,QN,,,,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
GZP8930,NY,PAS,12/28/2016,21,SDN,KIA,0811A,BX,0800A,0830A,WHITE,2015,-,,
GXU4222,NY,PAS,12/13/2016,36,SUBN,NISSA,1013A,QN,,,GY,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
AF41335,CT,PAS,12/20/2016,36,SV,DODGE,1150A,BX,,,BLK,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
DZE6929,NY,PAS,12/18/2016,20,4DSD,HONDA,0418P,K,0800A,1200A,WH,2016,,46 3,20A-No Parking (Non-COM)
HJY1150,NY,PAS,12/6/2016,24,4DSD,CHEVR,0756A,R,0700A,0400P,BL,2016,,01-A,24-No Parking (exc auth veh)
GFW4159,NY,PAS,12/13/2016,20,SUBN,GMC,0519P,NY,,,GY,2016,,CC1,20A-No Parking (Non-COM)
HDZ4153,NY,PAS,12/5/2016,36,SUBN,CHRYS,0846A,BK,,,WH,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
FTT9841,NY,PAS,12/2/2016,36,SUBN,ACURA,1109A,BK,,,BR,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
FJT3154,NY,PAS,12/7/2016,20,4DSD,VOLKS,0751A,Q,0700A,0400P,BL,2014,,42 4,20A-No Parking (Non-COM)
GXL9802,NY,PAS,12/14/2016,38,SUBN,GMC,0159P,BX,0800A,0700P,WH,2015,,06 2,38-Failure to Display Muni Rec
GTX1532,NY,PAS,12/30/2016,38,4DSD,HONDA,1259P,Q,0900A,0700P,BK,2014,,39 4,38-Failure to Display Muni Rec
GZL6018,NY,PAS,12/19/2016,36,SUBN,ACURA,1035A,BX,,,GY,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
T504629C,NY,OMT,12/15/2016,9,4DSD,TOYOT,0617P,NY,,,BK,2013,,99 6,09-Blocking the Box
Z47FKN,NJ,PAS,12/8/2016,36,4 DR,HONDA,0140P,BK,,,GY,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
HHY6539,NY,PAS,12/22/2016,36,SUBN,NISSA,0836A,QN,,,BK,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
HLY4489,NY,PAS,12/5/2016,36,PICK,DODGE,1033A,ST,,,BK,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
64981MB,NY,COM,12/1/2016,42,VAN,CHEVR,0945A,NY,0700A,0600P,WH,2012,143-3785,99 6,42-Exp. Muni-Mtr (Com. Mtr. Z)
19605MH,NY,COM,12/8/2016,20,SUBN,DODGE,0957A,NY,0800A,0600P,WH,2015,,32 1,20A-No Parking (Non-COM)
HKN6655,NY,PAS,12/16/2016,36,SUBN,VOLVO,1250P,ST,,,BL,2017,,,PHTO SCHOOL ZN SPEED VIOLATION
BNX2101,NY,PAS,12/9/2016,31,SUBN,BMW,0840A,NY,0700A,0600P,GY,2014,,03 6,31-No Stand (Com. Mtr. Zone)
KCT0580,PA,PAS,12/9/2016,36,SW,JEEP,1222P,QN,,,,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
T703874C,NY,OMT,12/29/2016,5,SUBN,CHEVR,1029A,BX,,,BK,2015,,,BUS LANE VIOLATION
GDT1882,NY,PAS,12/14/2016,36,SUBN,ACURA,0952A,QN,,,GY,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
EAE1011,NY,PAS,12/16/2016,9,4DSD,ME/BE,1017A,K,,,BL,2015,,06 3,09-Blocking the Box
GUY1481,NY,PAS,12/28/2016,70,4DSD,HYUND,0543P,K,,,GY,2015,,02 3,70A-Reg. Sticker Expired (NYS)
T687077C,NY,OMT,12/8/2016,5,4DSD,TOYOT,0753A,BX,,,BK,2015,,,BUS LANE VIOLATION
HBR4262,NY,PAS,12/22/2016,21,SUBN,MAZDA,0940A,K,0930A,1100A,BK,2016,,56 3,21-No Parking (street clean)
GSV3683,NY,PAS,12/1/2016,70,SUBN,JEEP,0435P,NY,,,BL,2013,,40,70A-Reg. Sticker Expired (NYS)
578760,NY,PAS,12/29/2016,20,4DSD,VOLKS,0159A,BX,,,WHITE,2013,,D 21,20A-No Parking (Non-COM)
N16GDV,NJ,PAS,12/20/2016,36,4 DR,FORD,1046A,QN,,,WH,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
GXN5859,NY,PAS,12/7/2016,38,SUBN,CHRYS,1043A,K,0800A,0700P,BR,2015,,24 3,38-Failure to Display Muni Rec
GZL5057,NY,PAS,12/4/2016,20,4DSD,CHRYS,0529A,BX,,,BK,2016,,J 21,20A-No Parking (Non-COM)
HAR9248,NY,OMS,12/27/2016,38,SUBN,DODGE,0618P,NY,0900A,0700P,GY,2015,,70 1,38-Failure to Display Muni Rec
HCZ6795,NY,PAS,12/12/2016,36,SUBN,HONDA,0915A,QN,,,BR,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
CSM3179,NY,PAS,12/9/2016,7,SUBN,FORD,0651A,ST,,,WH,2017,,,FAILURE TO STOP AT RED LIGHT
FBF1493,NY,OMS,12/12/2016,36,SUBN,LEXUS,1244P,QN,,,WH,2017,,,PHTO SCHOOL ZN SPEED VIOLATION
T690756C,NY,OMT,12/28/2016,20,4DSD,TOYOT,0847A,BX,0700A,0600P,BK,2016,,M 21,20A-No Parking (Non-COM)
HDX1691,NY,OMS,12/30/2016,20,4DSD,HYUND,0415P,K,0800A,1200A,WH,2015,,19 3,20A-No Parking (Non-COM)
A909PZ,NY,PAS,12/7/2016,36,4DSD,ME/BE,1241P,ST,,,BL,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
GXZ1896,NY,PAS,12/30/2016,14,4DSD,VOLKS,0718A,Q,0700A,1000A,WH,2014,,T 41,14-No Standing
GCY6773,NY,PAS,12/5/2016,36,4DSD,NISSA,0127P,BK,,,GY,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
HAY2163,NY,PAS,12/12/2016,5,4DSD,NISSA,0324P,BX,,,WH,2015,,,BUS LANE VIOLATION
GUE7898,NY,PAS,12/14/2016,37,SUBN,JEEP,0355P,Q,0900A,0700P,GY,2015,434-3142,I 41,37-Expired Muni Meter
GXP6879,NY,PAS,12/22/2016,36,SUBN,HONDA,0944A,BX,,,BK,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
FXB6996,NY,PAS,12/14/2016,5,SUBN,HONDA,1159A,MN,,,BK,2015,,,BUS LANE VIOLATION
BNR3500,NY,PAS,12/1/2016,7,4DSD,CHEVR,0608P,QN,,,BL,2012,,,FAILURE TO STOP AT RED LIGHT
T714357C,NY,OMT,12/14/2016,40,SUBN,DODGE,1107P,BX,,,BK,2012,,C 21,40-Fire Hydrant
FHR3125,NY,PAS,12/15/2016,71,SUBN,BMW,1221P,NY,,,BK,2014,,44 1,71A-Insp Sticker Expired (NYS)
FWS6420,NY,PAS,12/5/2016,14,2DSD,MINI,0824A,NY,0800A,0700P,WH,2015,,16 6,14-No Standing
EPR4945,NY,PAS,12/22/2016,37,4DSD,NISSA,0413P,K,0800A,0700P,GREY,2013,301-3677,01 3,37-Expired Muni Meter
CYN3921,NY,PAS,12/22/2016,37,SUBN,JEEP,0245P,Q,0900A,0700P,BK,2015,421-3075,43 4,37-Expired Muni Meter
65886MH,NY,COM,12/2/2016,14,VAN,FORD,0207P,NY,0200P,0700P,RD,2016,,A 77,14-No Standing
HJP6719,NY,PAS,12/13/2016,71,SUBN,TOYOT,0820A,Q,,,GY,2012,,39 4,71A-Insp Sticker Expired (NYS)
HFS4176,NY,OMS,12/2/2016,21,SDN,HYUND,1005A,BX,0930A,1100A,BLUE,2012,-,,
1CF7671,AL,PAS,12/5/2016,36,VA,DODGE,1215P,BK,,,WHI,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
S71BJT,NJ,PAS,12/5/2016,36,WAGO,PORSC,0837A,MN,,,WT,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
HCR6843,NY,PAS,12/1/2016,36,4DSD,NISSA,1026A,BK,,,GY,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
DGK7148,NY,PAS,12/23/2016,38,4DSD,ME/BE,0240P,Q,0800A,0700P,RD,2016,,29 4,38-Failure to Display Muni Rec
32296MA,NY,COM,12/23/2016,46,DELV,MERCU,0935A,NY,ALL,ALL,WHITE,2012,-,,
GLV6131,NY,PAS,12/6/2016,37,4DSD,TOYOT,0230P,NY,0830A,0700P,WH,2013,105-8375,12 7,37-Expired Muni Meter
T622064C,NY,OMT,12/9/2016,36,SUBN,TOYOT,0124P,BK,,,BK,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
33412ME,NY,COM,12/5/2016,36,VAN,FORD,1245P,BK,,,WH,2012,,,PHTO SCHOOL ZN SPEED VIOLATION
T663351C,NY,OMT,12/17/2016,17,T/CR,CHEVR,0514A,BX,,,BLACK,2015,,F 21,17-No Stand (exc auth veh)
E82GZJ,NJ,PAS,12/8/2016,36,WAGO,LND,1007A,MN,,,BK,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
FMW2344,NY,PAS,12/10/2016,7,SUBN,ME/BE,0723A,BK,,,BK,2016,,,FAILURE TO STOP AT RED LIGHT
HAS3553,NY,PAS,12/21/2016,71,4DSD,HYUND,0612P,R,,,GY,2016,,C-PM,71A-Insp Sticker Expired (NYS)
GNV9907,NY,PAS,12/28/2016,21,SDN,MITSU,0805A,K,0800A,0900A,BLACK,2014,-,,
GXN3692,NY,PAS,12/6/2016,36,SUBN,VOLVO,0134P,BK,,,WH,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
ECC2423,NY,PAS,12/29/2016,19,SUBN,LEXUS,1232P,K,,,BK,2013,,46 3,19-No Stand (bus stop)
GHG5321,NY,PAS,12/12/2016,36,SUBN,GMC,0248P,QN,,,GY,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
GSY7276,NY,PAS,12/23/2016,71,SUBN,JEEP,0404P,BX,,,RD,2014,,09 2,71A-Insp Sticker Expired (NYS)
GSG8789,NY,PAS,12/15/2016,38,4DSD,INFIN,1146A,Q,0900A,0700P,GY,2012,,09 4,38-Failure to Display Muni Rec
GWM1207,NY,PAS,12/13/2016,17,4DSD,FORD,0635P,NY,0700A,0700P,GY,2014,,45,17-No Stand (exc auth veh)
GUH1027,NY,OMS,12/8/2016,36,SUBN,BMW,0118P,BK,,,BK,2017,,,PHTO SCHOOL ZN SPEED VIOLATION
T506980C,NY,OMT,12/21/2016,71,4DSD,CHRYS,0111P,Q,,,BK,2012,,26 4,71A-Insp Sticker Expired (NYS)
GVK7087,NY,PAS,12/5/2016,38,2DSD,SMART,0316P,K,0900A,0700P,GY,2015,,06 3,38-Failure to Display Muni Rec
N86EYZ,NJ,PAS,12/16/2016,36,WAGO,TOYOT,0142P,ST,,,GRAY,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
HGE1122,NY,PAS,12/8/2016,36,SUBN,TOYOT,0219P,BK,,,BL,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
HCX3188,NY,PAS,12/20/2016,36,4DSD,HONDA,0937A,BX,,,BK,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
HEF1290,NY,PAS,12/7/2016,38,SUBN,HONDA,0234P,NY,0830A,0700P,GY,2016,,11 7,38-Failure to Display Muni Rec
HFK1781,NY,PAS,12/6/2016,36,4DSD,BMW,1205P,ST,,,BK,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
GPN8392,NY,PAS,12/12/2016,31,4DSD,HYUND,0453P,NY,0700A,0700P,WH,2013,,18 6,31-No Stand (Com. Mtr. Zone)
25455MB,NY,COM,12/12/2016,69,VAN,DODGE,0824A,NY,0800A,0600P,WH,2015,,20 1,69-Failure to Disp Muni Recpt
75556MD,NY,COM,12/13/2016,21,VAN,FORD,0812A,BX,0800A,0830A,WHITE,2013,-,,
HCC3831,NY,PAS,12/1/2016,20,SUBN,HONDA,0658A,Q,,,WH,2016,,T 42,20A-No Parking (Non-COM)
GUM3932,NY,PAS,12/3/2016,71,4DSD,ME/BE,1043A,K,,,WH,2015,,46 3,71A-Insp Sticker Expired (NYS)
R74GTU,NJ,PAS,12/21/2016,19,SDN,AUDI,1134A,Q,ALL,ALL,BK,2016,-,,
HLY1243,NY,PAS,12/9/2016,14,4DSD,HONDA,1006P,BX,1000P,0500A,RD,2017,,K 21,14-No Standing
163,NY,VAS,12/1/2016,5,4DSD,HONDA,0538P,BK,,,GL,2014,,,BUS LANE VIOLATION
GNJ7876,NY,PAS,12/31/2016,37,4DSD,CHEVR,1252P,K,0900A,0700P,WH,2014,317-9390,59 3,37-Expired Muni Meter
KGC9050,PA,PAS,12/11/2016,7,SDN,TOYOT,0419P,BK,,,,2017,,,FAILURE TO STOP AT RED LIGHT
FEF8109,NY,PAS,12/15/2016,38,SUBN,LEXUS,0336P,NY,0730A,0700P,BK,2015,,45,38-Failure to Display Muni Rec
GVA3388,NY,PAS,12/4/2016,14,4DSD,DODGE,0410P,NY,0400P,0700P,BK,2012,,04 1,14-No Standing
BHK8025,NY,PAS,12/19/2016,37,4DSD,NISSA,0551P,BX,0830A,0700P,RD,2014,201-3040,40 2,37-Expired Muni Meter
DSL9550,NY,PAS,12/19/2016,38,SUBN,FORD,0954A,K,0800A,0700P,WHITE,2015,,31 3,38-Failure to Display Muni Rec
HKR9944,NY,PAS,12/14/2016,38,4DSD,HONDA,0539P,K,0800A,0700P,GY,2017,,U 32,38-Failure to Display Muni Rec
HKB7436,NY,PAS,12/3/2016,14,SUBN,JEEP,1111A,K,,,BK,2015,,46 3,14-No Standing
HGV2136,NY,PAS,12/20/2016,40,SUBN,FORD,1102A,K,,,GL,2012,,16 3,40-Fire Hydrant
GBU5959,NY,PAS,12/14/2016,71,4DSD,LEXUS,0937A,K,,,GY,2014,,N 32,71A-Insp Sticker Expired (NYS)
HCL1867,NY,PAS,12/21/2016,36,SUBN,LEXUS,1007A,QN,,,GY,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
GKW2228,NY,PAS,12/5/2016,36,SUBN,CHEVR,1254P,BK,,,GY,2014,,,PHTO SCHOOL ZN SPEED VIOLATION
GDR5526,NY,PAS,12/21/2016,98,SUBN,TOYOT,0557P,NY,ALL,ALL,GREY,2013,-,,
JOJOCJ,NY,SRF,12/15/2016,36,SUBN,TOYOT,0833A,BK,,,BL,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
EBK3474,NC,PAS,12/21/2016,36,4S,TOYOT,1119A,BK,,,,2017,,,PHTO SCHOOL ZN SPEED VIOLATION
HLM5251,NY,PAS,12/21/2016,40,4DSD,HYUND,0314P,Q,,,BK,2017,,T 42,40-Fire Hydrant
HBT1222,NY,PAS,12/27/2016,71,4DSD,TOYOT,1145A,Q,,,BL,2015,,24 4,71A-Insp Sticker Expired (NYS)
HCE3221,NY,PAS,12/11/2016,14,SUBN,BMW,1138A,NY,,,GY,2012,,30 7,14-No Standing
HJK8373,NY,PAS,12/14/2016,46,SDN,NISSA,0704P,K,ALL,ALL,BLK,2016,-,,
ARB1444,NY,PAS,12/1/2016,36,SUBN,ME/BE,0912A,ST,,,GY,2016,,,PHTO SCHOOL ZN SPEED VIOLATION
GTD2109,NY,PAS,12/12/2016,21,4DSD,TOYOT,0836A,Q,0830A,1000A,GY,2012,,03 4,21-No Parking (street clean)
40142MB,NY,COM,12/14/2016,37,VAN,FORD,0227P,NY,0800A,0700P,WHITE,2015,120-8038,61 7,37-Expired Muni Meter
CYJ8010,NY,PAS,12/20/2016,7,SUBN,HONDA,0240P,BK,,,GY,2016,,,FAILURE TO STOP AT RED LIGHT
HDU3108,NY,PAS,12/29/2016,21,SUBN,NISSA,1153A,K,1130A,0100P,GREY,2016,,03 3,21-No Parking (street clean)
GAW3521,NY,PAS,12/10/2016,38,2DSD,FIAT,1121A,NY,0800A,1200A,YW,2012,,02 6,38-Failure to Display Muni Rec
FXB3750,NY,PAS,12/1/2016,38,4DSD,MAZDA,0842P,NY,0800A,1000P,RED,2015,,CC2,38-Failure to Display Muni Rec
GEK3107,NY,PAS,12/14/2016,36,4DSD,HYUND,0811A,QN,,,BL,2013,,,PHTO SCHOOL ZN SPEED VIOLATION
94921MC,NY,COM,12/20/2016,24,VAN,CHEVR,1145A,Q,0800A,0600P,WH,2013,,20 4,24-No Parking (exc auth veh)
HEB4006,NY,PAS,12/15/2016,36,4DSD,INFIN,1233P,BK,,,GY,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
DZU7347,NY,PAS,12/1/2016,14,SUBN,ACURA,0505P,NY,,,BK,2013,,65,14-No Standing
38635PC,NY,IRP,12/16/2016,47,TK,FRUEH,0827A,NY,0700A,0700P,MR,2015,,19 6,47-Double PKG-Midtown
HMC4854,NY,PAS,12/5/2016,21,SUBN,ACURA,0738A,NY,0730A,0800A,GY,2014,,CC6,21-No Parking (street clean)
FAW7252,NY,PAS,12/16/2016,21,SUBN,JAGUA,0953A,K,0930A,1100A,RD,2017,,E 32,21-No Parking (street clean)
GSX1326,NY,PAS,12/29/2016,71,2DSD,BMW,0321P,Q,,,WH,2014,,SC1,71A-Insp Sticker Expired (NYS)
GGR9948,NY,PAS,12/12/2016,21,4DSD,TOYOT,1229P,K,1200A,0130P,GY,2012,,R 32,21-No Parking (street clean)
67754MC,NY,COM,12/8/2016,19,DELV,FRUEH,1043A,K,,,BROWN,2013,,17 3,19-No Stand (bus stop)
95704MC,NY,COM,12/6/2016,14,VAN,NS/OT,0513P,NY,,,ORANG,2013,,01 7,14-No Standing
HGC4274,NY,PAS,12/10/2016,40,SUBN,ACURA,1021A,BX,,,BK,2015,,52 2,40-Fire Hydrant
GXD5230,NY,PAS,12/16/2016,14,4DSD,HONDA,0408P,K,0400P,0700P,BL,2015,,16 3,14-No Standing
FDE9916,NY,PAS,12/2/2016,36,SUBN,JEEP,0217P,QN,,,WH,2015,,,PHTO SCHOOL ZN SPEED VIOLATION
